ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
237,Y,No,1067,Norm,Gd,Normal,1729,Inside,,WD,1,CollgCr,Ex,65.0,CompShg,VinylSd,PConc,1Fam,2002,214.0,,Fin,Gd,AllPub,2Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,7,2002,2007,0,,63,0,Gable,Typ,TA,TA,1067,SBrkr,0,0,Norm,0,TA,386,RL,3,,2,5,Unf,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,542.0,0,7,Attchd,8158,1,2002.0,60,1121,1904,238347.0
238,Y,Av,224,Norm,TA,Normal,1138,Inside,MnWw,WD,0,NAmes,Ex,65.0,CompShg,VinylSd,CBlock,1Fam,1958,63.0,,RFn,TA,AllPub,SLvl,BrkFace,,0,TA,0,TA,0,0,0,Unf,6,1958,2007,0,,0,0,Hip,Typ,Gd,TA,795,SBrkr,0,0,Norm,1,TA,224,RL,3,,1,8,GLQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,264.0,571,6,Attchd,10482,1,1958.0,80,252,2182,177918.0
239,Y,No,524,Norm,TA,Normal,1225,Inside,,WD,1,NAmes,Fa,77.0,CompShg,Plywood,CBlock,1Fam,1959,0.0,Shed,,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,400,Unf,6,1959,2010,0,,0,0,Gable,Typ,TA,,1157,SBrkr,0,0,Norm,0,,352,RL,3,,1,5,ALQ,Pave,1,0.0,IR1,Lvl,GasA,Y,Gtl,Plywood,0.0,633,4,,9320,1,,20,252,2269,160300.0
240,P,No,623,Norm,TA,Normal,1416,Inside,,WD,1,BrkSide,TA,50.0,CompShg,Wd Sdng,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,,48,TA,0,TA,0,0,0,Unf,6,1948,2010,0,,0,0,Gable,Typ,TA,TA,987,SBrkr,0,0,Norm,0,TA,221,RM,3,,1,7,Rec,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,312.0,364,6,Detchd,6000,1,1948.0,50,888,1824,172261.0
241,Y,Av,859,Norm,Gd,Normal,1506,Inside,,WD,0,Somerst,Ex,70.0,CompShg,VinylSd,PConc,1Fam,2006,143.0,,RFn,Gd,AllPub,1Story,BrkFace,Gd,0,Gd,0,Gd,1,0,0,Unf,7,2005,2007,0,,35,1,Gable,Typ,TA,TA,1701,SBrkr,0,0,Norm,0,TA,192,RL,3,,2,5,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,672.0,842,7,Attchd,8251,1,2005.0,20,252,2550,292355.0
242,Y,No,143,Norm,TA,Abnorml,1224,Inside,,WD,0,Mitchel,Ex,160.0,CompShg,VinylSd,CBlock,1Fam,1996,0.0,,Unf,TA,AllPub,1Story,None,TA,0,TA,0,TA,1,0,0,Unf,7,1960,2006,0,,0,1,Gable,Typ,TA,TA,1431,SBrkr,0,0,Norm,0,TA,474,RL,4,,1,7,ALQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,576.0,1288,5,Detchd,20000,1,1960.0,20,252,2268,162460.0
243,Y,No,1119,Norm,Gd,Abnorml,2014,Corner,,WD,1,Timber,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2003,0.0,,Fin,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,9,2003,2009,0,,114,0,Gable,Typ,TA,TA,1119,SBrkr,0,0,Norm,0,TA,124,RL,3,,2,5,Unf,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,486.0,0,7,Attchd,9157,1,2003.0,60,1194,2116,205393.0
244,Y,Av,529,Norm,Gd,Normal,1982,Inside,,WD,1,SawyerW,Gd,82.0,CompShg,Plywood,CBlock,1Fam,1989,340.0,,Fin,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,7,1989,2007,0,,84,1,Gable,Typ,TA,TA,1014,SBrkr,196,0,Norm,0,TA,0,RL,3,,2,6,GLQ,Pave,1,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,575.0,485,7,Attchd,11287,1,1989.0,60,1059,2219,269849.0
245,Y,No,280,Norm,TA,Normal,1363,Inside,,WD,0,NAmes,Ex,75.0,CompShg,Wd Sdng,CBlock,1Fam,2000,70.0,Shed,Unf,Gd,AllPub,1Story,BrkCmn,TA,0,TA,0,TA,1,168,2000,Rec,6,1951,2009,221,,42,2,Hip,Min1,TA,TA,1215,SBrkr,0,0,Norm,0,TA,324,RL,2,,1,7,BLQ,Pave,6,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,288.0,714,5,CarPort,14559,1,1951.0,20,252,2407,199772.0
246,Y,No,350,Norm,Gd,Normal,845,Inside,,WD,0,Mitchel,Gd,60.0,CompShg,HdBoard,CBlock,1Fam,2005,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,6,1982,2008,0,,0,0,Gable,Typ,TA,TA,1052,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,GLQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Plywood,264.0,702,5,Attchd,6600,1,1982.0,20,252,1889,166448.0
247,Y,No,753,Norm,TA,Normal,1092,Inside,,WD,1,MeadowV,Gd,21.0,CompShg,CemntBd,CBlock,Twnhs,1970,0.0,,,TA,AllPub,2Story,None,,0,TA,0,TA,0,0,0,Unf,5,1970,2006,0,,0,0,Gable,Typ,TA,,753,SBrkr,0,0,Norm,0,,0,RM,3,,1,7,Unf,Pave,6,0.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,0.0,0,4,,1936,1,,160,798,1590,117868.0
248,Y,Mn,366,Norm,TA,Family,1112,Inside,MnPrv,WD,0,Crawfor,Ex,70.0,CompShg,BrkFace,BrkTil,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,Gd,0,TA,0,TA,1,0,0,ALQ,6,1954,2009,735,,0,1,Gable,Typ,Gd,TA,1319,SBrkr,0,0,Feedr,0,TA,0,RL,2,,1,6,Rec,Pave,10,1.0,Reg,Lvl,GasA,Y,Gtl,BrkFace,390.0,218,5,Attchd,9100,1,1954.0,20,252,2156,177729.0
249,Y,No,825,Norm,Gd,Normal,1620,CulDSac,,WD,0,NWAmes,Ex,,CompShg,Plywood,CBlock,1Fam,1967,0.0,Shed,Unf,TA,AllPub,1Story,None,Gd,192,TA,0,TA,0,0,450,BLQ,8,1967,2008,335,,62,1,Gable,Typ,TA,TA,1827,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,7,ALQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,578.0,667,7,Attchd,15387,1,1967.0,20,252,2664,254798.0
250,Y,Gd,143,Norm,TA,Normal,1072,Inside,,WD,0,Edwards,Gd,35.0,CompShg,VinylSd,Wood,TwnhsE,2006,80.0,,Fin,TA,AllPub,SFoyer,BrkFace,,0,TA,0,Gd,1,0,0,Unf,5,2005,2009,0,,28,0,Gable,Typ,TA,TA,754,SBrkr,0,0,Norm,0,TA,0,RM,2,,1,5,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,525.0,611,6,Basment,3675,1,2005.0,180,252,2116,178240.0
251,Y,No,712,Norm,TA,Normal,1296,Inside,,WD,0,OldTown,TA,50.0,CompShg,MetalSd,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,,175,TA,0,TA,0,0,0,Unf,6,1927,2007,0,,0,0,Gable,Typ,TA,TA,1052,SBrkr,0,0,Norm,0,TA,0,RM,3,Grvl,1,6,Rec,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,576.0,340,6,Detchd,6000,1,1980.0,50,682,1910,158536.0
252,Y,Gd,737,Norm,Gd,Normal,1742,CulDSac,,WD,0,StoneBr,TA,,CompShg,HdBoard,PConc,1Fam,1985,0.0,,RFn,Gd,AllPub,1Story,None,TA,234,TA,0,Gd,1,0,0,Unf,5,1985,2006,0,,28,1,Gable,Typ,TA,TA,1949,SBrkr,0,0,Norm,0,TA,114,RL,2,,2,5,GLQ,Pave,12,2.0,IR1,Low,GasA,Y,Mod,HdBoard,564.0,1212,8,Attchd,6563,1,1985.0,120,252,2786,320847.0
253,Y,Gd,378,Norm,Gd,Normal,1034,Inside,,WD,0,Blueste,Gd,35.0,CompShg,HdBoard,CBlock,TwnhsE,1989,0.0,,Fin,Gd,AllPub,1Story,None,TA,0,TA,0,Gd,1,0,0,Unf,4,1989,2010,0,,36,1,Gable,Typ,TA,TA,1189,SBrkr,0,0,Norm,0,TA,141,RM,1,,1,6,GLQ,Pave,4,2.0,IR1,HLS,GasA,Y,Mod,HdBoard,598.0,811,8,Attchd,3907,1,1989.0,120,252,2078,221776.0
254,Y,No,758,Norm,TA,Normal,1149,Inside,MnPrv,WD,0,Edwards,TA,80.0,CompShg,HdBoard,CBlock,1Fam,1971,0.0,,Fin,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,7,1960,2009,0,,240,0,Gable,Min1,TA,TA,1221,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,GLQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,544.0,463,4,2Types,10682,1,1968.0,20,252,2193,158141.0
255,Y,Gd,1269,Norm,Gd,Partial,1142,Inside,,New,0,Blmngtn,Ex,43.0,CompShg,VinylSd,PConc,TwnhsE,2006,14.0,,Fin,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,6,2005,2006,0,,0,0,Gable,Typ,TA,TA,1349,SBrkr,0,0,Norm,0,TA,90,RL,2,,2,5,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,440.0,80,7,Attchd,3010,1,2005.0,120,252,2186,190826.0
256,Y,Av,102,Norm,TA,Normal,883,Inside,GdPrv,WD,0,Mitchel,TA,70.0,CompShg,HdBoard,PConc,1Fam,1993,0.0,,Unf,TA,AllPub,SFoyer,None,Fa,0,TA,0,Gd,1,0,0,LwQ,5,1992,2009,151,,32,1,Gable,Typ,TA,TA,1035,SBrkr,0,0,Norm,0,TA,100,RL,2,,1,6,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,698.0,782,5,Detchd,7669,1,1998.0,85,252,1927,182312.0
257,Y,No,371,Norm,TA,Normal,1116,Inside,GdWo,WD,0,NWAmes,Ex,78.0,CompShg,Plywood,CBlock,1Fam,1974,196.0,,RFn,TA,AllPub,1Story,BrkFace,TA,0,TA,0,TA,1,0,0,Unf,6,1974,2009,0,,0,1,Hip,Typ,TA,TA,1323,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,6,ALQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,528.0,952,6,Attchd,10140,1,1974.0,20,252,2160,202980.0
258,Y,Av,599,Norm,TA,Normal,1044,Inside,,WD,0,Edwards,TA,65.0,CompShg,HdBoard,CBlock,1Fam,1976,0.0,,Unf,TA,AllPub,SLvl,None,Fa,0,TA,0,TA,1,0,0,Unf,7,1976,2007,0,,0,1,Gable,Typ,Fa,Fa,1167,SBrkr,0,0,Norm,0,TA,228,RL,3,,1,6,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,528.0,568,6,Detchd,6285,1,1976.0,80,252,2088,165134.0
259,Y,Gd,305,Norm,TA,Normal,858,Inside,,WD,0,BrkSide,Gd,50.0,CompShg,Wd Sdng,CBlock,1Fam,2008,0.0,,,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,4,1958,2010,0,,0,0,Gable,Typ,Gd,,1065,SBrkr,0,0,Norm,0,,117,RL,2,,1,7,BLQ,Pave,2,0.0,IR1,Lvl,GasA,Y,Gtl,Plywood,0.0,760,5,,7207,1,,20,252,1902,146557.0
260,Y,Av,459,Norm,Ex,Partial,2091,Inside,,New,1,NridgHt,Ex,82.0,CompShg,MetalSd,PConc,1Fam,2006,385.0,,RFn,Ex,AllPub,2Story,BrkFace,Gd,0,Gd,0,Ex,1,0,0,Unf,8,2005,2006,0,,84,1,Gable,Typ,TA,TA,1813,SBrkr,0,0,Norm,0,TA,194,RL,3,,2,5,GLQ,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,521.0,1354,9,Attchd,9942,1,2005.0,60,718,2669,390657.0
261,Y,No,1177,Norm,Gd,Normal,1709,Inside,,WD,0,Edwards,Ex,24.0,CompShg,VinylSd,PConc,Twnhs,2004,50.0,,Unf,Gd,AllPub,2Story,Stone,,0,TA,0,Gd,0,0,0,Unf,7,2004,2006,0,,40,0,Gable,Maj1,TA,TA,1177,SBrkr,0,0,Norm,0,TA,0,RM,3,,2,5,Unf,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,380.0,0,7,Detchd,2522,1,2004.0,160,991,2014,165769.0
262,Y,No,1341,Norm,Gd,Normal,1222,Inside,,WD,0,CollgCr,Ex,64.0,CompShg,VinylSd,PConc,1Fam,2010,80.0,,RFn,Gd,AllPub,1Story,Stone,,0,TA,0,Gd,0,0,0,Unf,6,2010,2010,0,,54,0,Gable,Typ,TA,TA,1429,SBrkr,0,0,Norm,0,TA,0,RL,2,,2,5,GLQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,615.0,88,7,Attchd,7360,1,2009.0,20,252,2266,224056.0
263,Y,No,1079,Norm,TA,Normal,1668,Inside,,WD,0,OldTown,Gd,60.0,CompShg,MetalSd,CBlock,1Fam,1950,264.0,,Unf,TA,AllPub,1.5Fin,Stone,,140,TA,0,TA,1,0,0,Unf,6,1948,2006,0,,0,0,Gable,Typ,TA,TA,1419,FuseA,0,0,Norm,0,TA,0,RM,3,Grvl,1,6,Rec,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,240.0,340,5,Detchd,9600,1,1948.0,50,694,2270,166833.0
264,Y,No,1039,Norm,Gd,Normal,832,Corner,,WD,0,NAmes,Gd,59.0,CompShg,MetalSd,CBlock,1Fam,1954,0.0,,Unf,TA,AllPub,1.5Unf,None,,0,TA,0,TA,0,0,0,Unf,4,1954,2008,0,,0,0,Gable,Typ,TA,TA,1039,SBrkr,0,0,Artery,0,TA,0,RL,2,,1,6,Unf,Pave,6,2.0,Reg,HLS,GasA,Y,Mod,MetalSd,528.0,0,6,Detchd,7227,1,1962.0,45,252,1876,134474.0
265,Y,No,504,Norm,Gd,Normal,1728,Inside,,WD,1,Somerst,Ex,64.0,CompShg,VinylSd,PConc,1Fam,2003,0.0,,RFn,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,7,2003,2008,0,,56,0,Gable,Typ,TA,TA,1071,SBrkr,0,0,Norm,0,TA,216,FV,3,,2,5,Rec,Pave,5,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,673.0,567,6,Attchd,8791,1,2003.0,60,1116,1908,246638.0
266,Y,No,213,Norm,TA,Normal,912,FR2,MnPrv,WD,0,Sawyer,TA,70.0,CompShg,HdBoard,CBlock,1Fam,1967,0.0,,Unf,TA,AllPub,1Story,None,Fa,0,TA,0,TA,0,0,0,Unf,5,1967,2010,0,,0,1,Gable,Typ,TA,TA,1119,SBrkr,0,0,Feedr,0,TA,0,RL,3,,1,5,ALQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,336.0,906,5,Detchd,8521,1,1974.0,20,252,1956,155884.0
267,Y,Av,381,Norm,TA,Normal,2000,Inside,,WD,1,Mitchel,Ex,74.0,CompShg,HdBoard,PConc,1Fam,1994,94.0,,Fin,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,9,1993,2006,0,,48,1,Gable,Typ,TA,TA,1203,SBrkr,0,0,Norm,0,TA,190,RL,3,,2,5,LwQ,Pave,11,3.0,Reg,Lvl,GasA,Y,Mod,HdBoard,650.0,822,7,Attchd,9627,1,1993.0,60,1256,2040,225080.0
268,Y,Av,736,Norm,Gd,Normal,1922,Inside,,WD,0,Timber,Ex,80.0,CompShg,VinylSd,PConc,1Fam,2002,886.0,,Fin,Gd,AllPub,1Story,BrkFace,Ex,0,TA,0,Gd,1,0,0,Unf,6,2002,2007,0,,64,1,Hip,Typ,TA,TA,2129,SBrkr,0,0,Norm,0,TA,201,RL,2,,2,5,GLQ,Pave,4,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,692.0,1393,8,Attchd,11305,1,2002.0,20,252,2966,328581.0
269,Y,No,1464,Norm,Gd,Normal,2161,Inside,,WD,1,CollgCr,Ex,,CompShg,VinylSd,PConc,1Fam,2001,227.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,8,2001,2008,0,,84,1,Gable,Typ,TA,TA,1464,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,570.0,0,7,Attchd,10400,1,2001.0,60,1123,2334,271803.0
270,Y,Gd,185,Norm,TA,Abnorml,1838,Corner,,WD,0,CollgCr,Ex,83.0,CompShg,VinylSd,PConc,Duplex,1998,0.0,,Unf,TA,AllPub,SFoyer,None,,0,TA,0,Gd,2,0,0,LwQ,8,1997,2008,203,,67,0,Gable,Typ,Gd,TA,2045,SBrkr,0,0,Norm,0,TA,160,RM,2,,2,5,GLQ,Pave,7,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,721.0,1657,6,Attchd,10126,2,1998.0,90,252,2882,221557.0
271,Y,Av,312,Norm,Gd,Normal,910,Corner,GdWo,WD,0,NAmes,Gd,74.0,CompShg,WdShing,Stone,1Fam,1996,0.0,,Unf,Gd,AllPub,1Story,None,,150,TA,0,TA,0,0,0,Unf,5,1953,2008,0,,0,0,Gable,Typ,TA,TA,312,SBrkr,0,0,Norm,0,TA,196,RL,3,,1,7,Unf,Pave,10,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,414.0,0,5,Attchd,8892,1,1953.0,20,252,1954,146071.0
272,Y,No,460,Norm,Gd,Normal,912,Corner,,WD,0,NAmes,Ex,72.0,CompShg,VinylSd,CBlock,1Fam,2008,300.0,,Unf,TA,AllPub,1Story,BrkFace,,0,TA,0,TA,1,0,0,Unf,5,1965,2008,0,,240,0,Gable,Typ,TA,TA,1119,SBrkr,0,0,Norm,0,TA,0,RL,2,,1,8,ALQ,Pave,12,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,576.0,659,5,Detchd,8872,1,1992.0,20,252,1956,180019.0
273,Y,No,461,Norm,TA,Normal,1376,Inside,,WD,0,NAmes,TA,79.0,CompShg,WdShing,CBlock,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,0,TA,0,TA,1,0,0,BLQ,6,1941,2007,82,,0,1,Gable,Typ,TA,TA,975,SBrkr,0,0,Artery,0,TA,0,RL,3,,1,5,Rec,Pave,4,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,240.0,432,5,Attchd,9492,1,1941.0,50,660,2012,133741.0
274,Y,No,1491,Norm,Gd,Normal,1448,Inside,,WD,0,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2007,238.0,,RFn,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,0,0,0,Unf,6,2006,2009,0,,140,1,Gable,Typ,TA,TA,1579,SBrkr,0,0,Norm,0,TA,0,FV,2,,2,5,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,692.0,88,8,Attchd,7500,1,2006.0,20,252,2492,280745.0
275,Y,,0,Norm,TA,Normal,1383,CulDSac,,WD,0,Edwards,TA,,CompShg,VinylSd,CBlock,1Fam,1954,0.0,,Unf,TA,AllPub,1Story,None,,90,,0,,0,110,0,,6,1954,2009,0,,0,0,Gable,Mod,TA,TA,0,SBrkr,0,0,Norm,0,Fa,0,RL,2,,1,5,,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,498.0,0,4,Attchd,15635,1,1980.0,20,0,2427,152480.0
276,Y,No,1433,Norm,Fa,Normal,1466,Inside,,WD,1,Edwards,TA,134.0,CompShg,HdBoard,CBlock,1Fam,1959,132.0,,Fin,TA,AllPub,1Story,BrkFace,Gd,0,TA,0,TA,0,100,0,Unf,6,1959,2006,0,,140,2,Gable,Typ,TA,TA,1673,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,4,BLQ,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,528.0,240,5,Attchd,17755,1,1959.0,20,252,2510,183343.0
277,Y,Av,910,Norm,Gd,Partial,1364,Inside,,New,0,Blmngtn,Ex,43.0,CompShg,VinylSd,PConc,TwnhsE,2006,14.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,TA,0,Gd,1,0,0,Unf,6,2006,2006,0,,16,1,Gable,Typ,TA,TA,1427,SBrkr,0,0,Norm,0,TA,100,RL,2,,2,5,GLQ,Pave,11,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,437.0,517,7,Attchd,3087,1,2006.0,120,252,2408,249539.0
278,Y,No,518,Norm,TA,Abnorml,864,Inside,,COD,0,Sawyer,TA,60.0,CompShg,Wd Sdng,CBlock,1Fam,1963,0.0,Shed,Unf,TA,AllPub,1Story,None,,0,Gd,0,Gd,0,0,650,Unf,5,1963,2008,0,,0,0,Hip,Typ,TA,TA,1071,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,5,ALQ,Pave,1,1.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,276.0,553,5,Attchd,6360,1,1963.0,20,252,1908,150290.0
279,Y,Mn,102,Norm,Ex,Normal,2393,Inside,,WD,1,Somerst,Ex,36.0,CompShg,BrkFace,PConc,TwnhsE,1999,0.0,,Fin,Ex,AllPub,2Story,None,TA,0,TA,0,Gd,1,94,0,GLQ,7,1998,2008,883,,90,1,Gable,Typ,TA,TA,1177,SBrkr,0,0,Norm,0,TA,0,FV,2,Pave,2,5,BLQ,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,846.0,192,10,Attchd,3951,1,1998.0,160,1176,2513,397816.0
280,Y,No,1020,Norm,Gd,Normal,2340,Inside,GdPrv,WD,0,Crawfor,Ex,66.0,CompShg,CemntBd,Stone,1Fam,2006,0.0,Shed,RFn,Ex,AllPub,2Story,None,Gd,0,Gd,0,TA,0,0,2500,Unf,9,1941,2010,0,,60,2,Gable,Typ,Gd,TA,1359,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,9,GLQ,Pave,5,1.0,Reg,Lvl,GasA,Y,Gtl,CmentBd,252.0,339,7,Attchd,9042,1,1941.0,70,1404,2232,311643.0
281,Y,Mn,593,Norm,TA,Normal,1891,Inside,,WD,0,NWAmes,TA,,CompShg,MetalSd,PConc,1Fam,1978,0.0,,RFn,TA,AllPub,1.5Fin,None,TA,0,TA,0,Gd,0,0,0,LwQ,7,1978,2010,87,,69,1,Gable,Typ,TA,TA,1431,SBrkr,0,0,Norm,1,TA,0,RL,3,,3,5,ALQ,Pave,4,2.0,IR1,Lvl,GasA,Y,Gtl,MetalSd,678.0,751,6,Attchd,18837,1,1978.0,50,856,2331,252060.0
282,Y,Av,1441,Norm,Gd,Normal,1234,Corner,,WD,0,CollgCr,Ex,85.0,CompShg,VinylSd,PConc,1Fam,2007,0.0,,RFn,Gd,AllPub,1Story,None,,0,TA,0,Ex,0,0,0,Unf,7,2007,2008,0,,30,0,Gable,Typ,TA,TA,1441,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,1,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,484.0,0,8,Attchd,11049,1,2007.0,20,252,2278,216260.0
283,Y,No,604,Norm,TA,Normal,864,Inside,,WD,0,NAmes,Ex,65.0,CompShg,MetalSd,CBlock,1Fam,1959,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,0,0,0,Unf,5,1959,2009,0,,0,0,Hip,Typ,TA,TA,1071,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,7,BLQ,Pave,9,1.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,308.0,467,5,Detchd,8125,1,1960.0,20,252,1908,148156.0
284,Y,No,522,Norm,TA,Normal,1214,Corner,GdPrv,WD,0,Edwards,Ex,70.0,CompShg,MetalSd,CBlock,1Fam,1965,0.0,Shed,Unf,TA,AllPub,1Story,None,,184,TA,0,TA,1,0,400,GLQ,6,1965,2007,137,,0,0,Hip,Typ,TA,Fa,1421,SBrkr,0,0,Feedr,0,Fa,0,RL,2,,1,7,ALQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,461.0,762,5,Detchd,9170,1,1965.0,20,252,2258,172381.0
285,Y,No,873,Norm,Gd,Family,3086,Inside,,WD,1,NAmes,Gd,113.0,CompShg,Wd Sdng,BrkTil,1Fam,2007,0.0,,Unf,TA,AllPub,2Story,None,,290,Fa,0,TA,0,156,0,Unf,9,1935,2007,0,,208,0,Gable,Min1,TA,TA,873,SBrkr,0,0,Norm,0,TA,0,RL,4,,3,4,Unf,Pave,11,3.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,1200.0,0,5,BuiltIn,21281,1,2007.0,70,2030,2352,350242.0
286,Y,Av,332,Norm,Gd,Normal,996,Inside,,WD,0,SawyerW,Ex,73.0,CompShg,HdBoard,PConc,1Fam,1992,0.0,,Unf,TA,AllPub,SFoyer,None,,0,TA,0,Gd,1,0,0,Unf,5,1992,2010,0,,0,0,Gable,Typ,TA,TA,1143,SBrkr,0,0,Norm,0,TA,120,RL,2,,1,6,GLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,564.0,811,6,Attchd,9069,1,1992.0,85,252,2040,180078.0
287,N,Av,173,Norm,TA,Normal,754,Inside,,WD,0,IDOTRR,Gd,60.0,CompShg,Wd Sdng,CBlock,2fmCon,1982,0.0,,,TA,AllPub,1.5Fin,None,,0,TA,0,TA,1,0,0,Unf,5,1935,2006,0,,0,0,Gable,Typ,Fa,,727,SBrkr,0,234,Norm,0,,53,RM,2,,1,8,GLQ,Pave,6,0.0,Reg,Lvl,GasA,N,Gtl,Wd Sdng,0.0,554,6,,6780,1,,190,252,1564,111337.0
